Front,Back,Tags
"小区<br><span style=""font-size:0.55em;color:#666"">xiǎoqū</span>",residential quarter<br><br>我住在一个安静的小区。<br>Wǒ zhù zài yí ge ānjìng de xiǎoqū.<br>I live in a quiet residential area.,"type::noun lesson::lesson24 frequency::high topic::places,home hsk::2"
"门口<br><span style=""font-size:0.55em;color:#666"">ménkǒu</span>",doorway; entrance<br><br>我在门口等你。<br>Wǒ zài ménkǒu děng nǐ.<br>I'll wait for you at the entrance.,type::noun lesson::lesson24 frequency::high topic::location hsk::1
"栋<br><span style=""font-size:0.55em;color:#666"">dòng</span>",[used for housing]<br><br>我们住在一栋楼里。<br>Wǒmen zhù zài yī dòng lóu lǐ.<br>We live in one building.,type::measure lesson::lesson24 frequency::medium topic::grammar hsk::2
"马上<br><span style=""font-size:0.55em;color:#666"">mǎshàng</span>",at once; immediately<br><br>我马上到。<br>Wǒ mǎshàng dào.<br>I'll be there right away.,type::adverb lesson::lesson24 frequency::high topic::time hsk::1
"下来<br><span style=""font-size:0.55em;color:#666"">xiàlái</span>",come down<br><br>你快下来吧。<br>Nǐ kuài xiàlái ba.<br>Come down quickly.,type::verb lesson::lesson24 frequency::high topic::movement hsk::2 grammar::directional_complement
"才<br><span style=""font-size:0.55em;color:#666"">cái</span>",not until<br><br>他十点才来。<br>Tā shí diǎn cái lái.<br>He didn't come until ten o'clock.,"type::adverb lesson::lesson24 frequency::high topic::grammar,time hsk::2"
"发现<br><span style=""font-size:0.55em;color:#666"">fāxiàn</span>",discover; find<br><br>我发现了一个秘密。<br>Wǒ fāxiàn le yí ge mìmì.<br>I discovered a secret.,type::verb lesson::lesson24 frequency::high topic::perception hsk::2
"热情<br><span style=""font-size:0.55em;color:#666"">rèqíng</span>",enthusiastic<br><br>他很热情地欢迎我们。<br>Tā hěn rèqíng de huānyíng wǒmen.<br>He welcomed us warmly.,type::adjective lesson::lesson24 frequency::high topic::personality hsk::2
"欢迎<br><span style=""font-size:0.55em;color:#666"">huānyíng</span>",welcome; greet<br><br>欢迎来我家！<br>Huānyíng lái wǒ jiā!<br>Welcome to my home!,type::verb lesson::lesson24 frequency::high topic::social hsk::1
"点<br><span style=""font-size:0.55em;color:#666"">diǎn</span>",light (a candle)<br><br>点蜡烛。<br>Diǎn làzhú.<br>Light the candles.,type::verb lesson::lesson24 frequency::high topic::actions hsk::1
"蜡烛<br><span style=""font-size:0.55em;color:#666"">làzhú</span>",(wax) candle<br><br>生日蜡烛吹灭了。<br>Shēngrì làzhú chuī miè le.<br>The birthday candles were blown out.,"type::noun lesson::lesson24 frequency::medium topic::celebrations,home hsk::2"
"祝<br><span style=""font-size:0.55em;color:#666"">zhù</span>",express good wishes<br><br>祝你成功！<br>Zhù nǐ chénggōng!<br>Wishing you success!,type::verb lesson::lesson24 frequency::high topic::greetings hsk::1
"感动<br><span style=""font-size:0.55em;color:#666"">gǎndòng</span>",be moved; be touched<br><br>他的故事让我很感动。<br>Tā de gùshi ràng wǒ hěn gǎndòng.<br>His story moved me deeply.,type::verb type::adjective lesson::lesson24 frequency::high topic::emotions hsk::2
"感谢<br><span style=""font-size:0.55em;color:#666"">gǎnxiè</span>",thank; be grateful<br><br>感谢你的帮助。<br>Gǎnxiè nǐ de bāngzhù.<br>Thank you for your help.,"type::verb lesson::lesson24 frequency::high topic::emotions,social hsk::2"
"心里<br><span style=""font-size:0.55em;color:#666"">xīnlǐ</span>",heart; mind<br><br>我心里很开心。<br>Wǒ xīnlǐ hěn kāixīn.<br>I am very happy in my heart.,type::noun lesson::lesson24 frequency::high topic::feelings hsk::2
"电脑<br><span style=""font-size:0.55em;color:#666"">diànnǎo</span>",computer<br><br>我的电脑很快。<br>Wǒ de diànnǎo hěn kuài.<br>My computer is very fast.,type::noun lesson::bonus1 frequency::high topic::computers hsk::1
"组装<br><span style=""font-size:0.55em;color:#666"">zǔzhuāng</span>",to assemble<br><br>我自己组装了一台电脑。<br>Wǒ zìjǐ zǔzhuāng le yī tái diànnǎo.<br>I assembled a computer myself.,type::verb lesson::bonus1 frequency::medium topic::computers
"硬件<br><span style=""font-size:0.55em;color:#666"">yìngjiàn</span>",hardware<br><br>电脑硬件越来越便宜。<br>Diànnǎo yìngjiàn yuè lái yuè piányi.<br>Computer hardware is getting cheaper.,type::noun lesson::bonus1 frequency::medium topic::computers
"中央处理器<br><span style=""font-size:0.55em;color:#666"">zhōngyāng chǔlǐqì</span>",CPU<br><br>中央处理器是电脑的大脑。<br>Zhōngyāng chǔlǐqì shì diànnǎo de dànǎo.<br>The CPU is the brain of the computer.,type::noun lesson::bonus1 frequency::medium topic::computers
"显卡<br><span style=""font-size:0.55em;color:#666"">xiǎnkǎ</span>",graphics card<br><br>我的显卡坏了。<br>Wǒ de xiǎnkǎ huài le.<br>My graphics card is broken.,"type::noun lesson::bonus1 frequency::medium topic::computers,gaming"
"主板<br><span style=""font-size:0.55em;color:#666"">zhǔbǎn</span>",motherboard<br><br>所有零件都插在主板上。<br>Suǒyǒu língjiàn dōu chā zài zhǔbǎn shàng.<br>All components plug into the motherboard.,type::noun lesson::bonus1 frequency::medium topic::computers
"内存<br><span style=""font-size:0.55em;color:#666"">nèicún</span>",RAM / memory<br><br>十六G内存就够了。<br>Shíliù G nèicún jiù gòu le.<br>16GB of RAM is enough.,type::noun lesson::bonus1 frequency::medium topic::computers
"硬盘<br><span style=""font-size:0.55em;color:#666"">yìngpán</span>",hard drive<br><br>我的硬盘满了。<br>Wǒ de yìngpán mǎn le.<br>My hard drive is full.,type::noun lesson::bonus1 frequency::medium topic::computers
"固态硬盘<br><span style=""font-size:0.55em;color:#666"">gùtài yìngpán</span>",SSD<br><br>固态硬盘开机很快。<br>Gùtài yìngpán kāijī hěn kuài.<br>An SSD boots up very fast.,type::noun lesson::bonus1 frequency::medium topic::computers
"电源<br><span style=""font-size:0.55em;color:#666"">diànyuán</span>","power supply<br><br>电源坏了电脑就开不了机。<br>Diànyuán huài le diànnǎo jiù kāi bù liǎo jī.<br>If the PSU breaks, the PC won't turn on.",type::noun lesson::bonus1 frequency::medium topic::computers
"机箱<br><span style=""font-size:0.55em;color:#666"">jīxiāng</span>",computer case<br><br>这个机箱很漂亮。<br>Zhège jīxiāng hěn piàoliang.<br>This case is very pretty.,type::noun lesson::bonus1 frequency::medium topic::computers
"风扇<br><span style=""font-size:0.55em;color:#666"">fēngshàn</span>",fan<br><br>风扇噪音很大。<br>Fēngshàn zàoyīn hěn dà.<br>The fan is very loud.,type::noun lesson::bonus1 frequency::high topic::computers
"散热器<br><span style=""font-size:0.55em;color:#666"">sànrèqì</span>",heatsink / cooler<br><br>散热器上涂了硅脂。<br>Sànrèqì shàng tú le guīzhī.<br>Thermal paste is applied on the heatsink.,type::noun lesson::bonus1 frequency::low topic::computers
"螺丝刀<br><span style=""font-size:0.55em;color:#666"">luósīdāo</span>",screwdriver<br><br>用螺丝刀拧螺丝。<br>Yòng luósīdāo níng luósī.<br>Use a screwdriver to turn the screws.,type::noun lesson::bonus1 frequency::high topic::tools
"插槽<br><span style=""font-size:0.55em;color:#666"">chācáo</span>",slot<br><br>显卡插在PCIe插槽上。<br>Xiǎnkǎ chā zài PCIe chācáo shàng.<br>The graphics card plugs into the PCIe slot.,type::noun lesson::bonus1 frequency::low topic::computers
"接口<br><span style=""font-size:0.55em;color:#666"">jiēkǒu</span>",port<br><br>USB接口很方便。<br>USB jiēkǒu hěn fāngbiàn.<br>USB ports are very convenient.,type::noun lesson::bonus1 frequency::medium topic::computers
"电缆<br><span style=""font-size:0.55em;color:#666"">diànlǎn</span>",cable<br><br>电缆太短了。<br>Diànlǎn tài duǎn le.<br>The cable is too short.,type::noun lesson::bonus1 frequency::medium topic::computers
"开机<br><span style=""font-size:0.55em;color:#666"">kāijī</span>",to power on<br><br>电脑开不了机。<br>Diànnǎo kāi bù liǎo jī.<br>The PC won't power on.,type::verb lesson::bonus1 frequency::high topic::computers grammar::separable
"关机<br><span style=""font-size:0.55em;color:#666"">guānjī</span>",to shut down<br><br>别忘了关机。<br>Bié wàng le guānjī.<br>Don't forget to shut down.,type::verb lesson::bonus1 frequency::high topic::computers grammar::separable
"重启<br><span style=""font-size:0.55em;color:#666"">chóngqǐ</span>",to restart<br><br>更新以后需要重启电脑。<br>Gēngxīn yǐhòu xūyào chóngqǐ diànnǎo.<br>You need to restart after an update.,type::verb lesson::bonus1 frequency::high topic::computers
"三维打印<br><span style=""font-size:0.55em;color:#666"">sānwéi dǎyìn</span>",3D printing<br><br>三维打印可以制造玩具。<br>Sānwéi dǎyìn kěyǐ zhìzào wánjù.<br>3D printing can make toys.,type::noun lesson::bonus2 frequency::medium topic::3dprinting
"打印机<br><span style=""font-size:0.55em;color:#666"">dǎyìnjī</span>",printer<br><br>打印机没纸了。<br>Dǎyìnjī méi zhǐ le.<br>The printer is out of paper.,type::noun lesson::bonus2 frequency::high topic::printing hsk::2
"熔融沉积成型<br><span style=""font-size:0.55em;color:#666"">róngróng chénjī chéngxíng</span>",FDM<br><br>熔融沉积成型是最常见的三维打印技术。<br>Róngróng chénjī chéngxíng shì zuì chángjiàn de sānwéi dǎyìn jìshù.<br>FDM is the most common 3D printing technology.,type::noun lesson::bonus2 frequency::low topic::3dprinting
"喷嘴<br><span style=""font-size:0.55em;color:#666"">pēnzuǐ</span>",nozzle<br><br>喷嘴堵住了。<br>Pēnzuǐ dǔ zhù le.<br>The nozzle is clogged.,type::noun lesson::bonus2 frequency::low topic::3dprinting
"热床<br><span style=""font-size:0.55em;color:#666"">rèchuáng</span>",heated bed<br><br>热床可以防止翘曲。<br>Rèchuáng kěyǐ fángzhǐ qiàoqū.<br>The heated bed prevents warping.,type::noun lesson::bonus2 frequency::low topic::3dprinting
"喷头<br><span style=""font-size:0.55em;color:#666"">pēntóu</span>",extruder<br><br>喷头温度太高了。<br>Pēntóu wēndù tài gāo le.<br>The extruder temperature is too high.,type::noun lesson::bonus2 frequency::low topic::3dprinting
"耗材<br><span style=""font-size:0.55em;color:#666"">hàocái</span>",filament<br><br>我买了新的耗材。<br>Wǒ mǎi le xīn de hàocái.<br>I bought new filament.,type::noun lesson::bonus2 frequency::low topic::3dprinting
"聚乳酸<br><span style=""font-size:0.55em;color:#666"">jùrǔsuān</span>",PLA<br><br>聚乳酸是最常用的材料。<br>Jùrǔsuān shì zuì chángyòng de cáiliào.<br>PLA is the most commonly used material.,type::noun lesson::bonus2 frequency::low topic::3dprinting
"丙烯腈丁二烯苯乙烯<br><span style=""font-size:0.55em;color:#666"">bǐngxījīng dīngèrxī běnyǐxī</span>",ABS<br><br>丙烯腈丁二烯苯乙烯比聚乳酸更结实。<br>Bǐngxījīng dīngèrxī běnyǐxī bǐ jùrǔsuān gèng jiēshi.<br>ABS is stronger than PLA.,type::noun lesson::bonus2 frequency::low topic::3dprinting
"层高<br><span style=""font-size:0.55em;color:#666"">cénggāo</span>","layer height<br><br>层高越小打印越慢。<br>Cénggāo yuè xiǎo dǎyìn yuè màn.<br>The smaller the layer height, the slower the print.",type::noun lesson::bonus2 frequency::low topic::3dprinting
"填充<br><span style=""font-size:0.55em;color:#666"">tiánchōng</span>",infill<br><br>百分之二十的填充就够了。<br>Bǎi fēn zhī èrshí de tiánchōng jiù gòu le.<br>20% infill is enough.,type::noun lesson::bonus2 frequency::low topic::3dprinting
"支撑<br><span style=""font-size:0.55em;color:#666"">zhīchēng</span>",support<br><br>悬空的部分需要支撑。<br>Xuánkōng de bùfen xūyào zhīchēng.<br>Overhanging parts need supports.,type::noun lesson::bonus2 frequency::medium topic::3dprinting
"切片软件<br><span style=""font-size:0.55em;color:#666"">qiēpiàn ruǎnjiàn</span>",slicer software<br><br>把模型导入切片软件。<br>Bǎ móxíng dǎorù qiēpiàn ruǎnjiàn.<br>Import the model into the slicer.,type::noun lesson::bonus2 frequency::low topic::3dprinting
"打印床<br><span style=""font-size:0.55em;color:#666"">dǎyìn chuáng</span>",print bed<br><br>打印床要干净。<br>Dǎyìn chuáng yào gānjìng.<br>The print bed needs to be clean.,type::noun lesson::bonus2 frequency::low topic::3dprinting
"粘附<br><span style=""font-size:0.55em;color:#666"">zhānfù</span>",adhesion<br><br>第一层的粘附很重要。<br>Dì-yī céng de zhānfù hěn zhòngyào.<br>First layer adhesion is very important.,type::noun lesson::bonus2 frequency::low topic::3dprinting
"翘曲<br><span style=""font-size:0.55em;color:#666"">qiàoqū</span>",warping<br><br>翘曲会导致打印失败。<br>Qiàoqū huì dǎozhì dǎyìn shībài.<br>Warping will cause the print to fail.,type::noun type::verb lesson::bonus2 frequency::low topic::3dprinting
"拉丝<br><span style=""font-size:0.55em;color:#666"">lāsī</span>",stringing<br><br>拉丝很影响外观。<br>Lāsī hěn yǐngxiǎng wàiguān.<br>Stringing affects the appearance a lot.,type::noun type::verb lesson::bonus2 frequency::low topic::3dprinting
"调平<br><span style=""font-size:0.55em;color:#666"">tiáopíng</span>",leveling<br><br>打印前要先调平。<br>Dǎyìn qián yào xiān tiáopíng.<br>Level the bed before printing.,type::verb lesson::bonus2 frequency::low topic::3dprinting
"挤出<br><span style=""font-size:0.55em;color:#666"">jǐchū</span>","extrusion<br><br>挤出太慢会缺料。<br>Jǐchū tài màn huì quē liào.<br>If extrusion is too slow, there will be under-extrusion.",type::noun type::verb lesson::bonus2 frequency::low topic::3dprinting
"模型<br><span style=""font-size:0.55em;color:#666"">móxíng</span>",model<br><br>我下载了一个玩具模型。<br>Wǒ xiàzài le yí ge wánjù móxíng.<br>I downloaded a toy model.,type::noun lesson::bonus2 frequency::medium topic::3dprinting
"三维建模<br><span style=""font-size:0.55em;color:#666"">sānwéi jiànmó</span>",3D modeling<br><br>他在学三维建模。<br>Tā zài xué sānwéi jiànmó.<br>He is learning 3D modeling.,"type::noun lesson::bonus3 frequency::medium topic::3dmodeling,cad"
"计算机辅助设计<br><span style=""font-size:0.55em;color:#666"">jìsuànjī fǔzhù shèjì</span>",CAD<br><br>工程师用计算机辅助设计画图。<br>Gōngchéngshī yòng jìsuànjī fǔzhù shèjì huà tú.<br>Engineers use CAD to draw.,type::noun lesson::bonus3 frequency::low topic::cad
"融合<br><span style=""font-size:0.55em;color:#666"">rónghé</span>",Fusion (software)<br><br>我用融合软件建模。<br>Wǒ yòng rónghé ruǎnjiàn jiànmó.<br>I use Fusion software to model.,type::noun lesson::bonus3 frequency::low topic::cad
"草图<br><span style=""font-size:0.55em;color:#666"">cǎotú</span>",sketch<br><br>先画一个草图。<br>Xiān huà yí ge cǎotú.<br>First draw a sketch.,"type::noun lesson::bonus3 frequency::medium topic::design,cad"
"拉伸<br><span style=""font-size:0.55em;color:#666"">lāshēn</span>",extrude<br><br>把这个圆拉伸成立方体。<br>Bǎ zhège yuán lāshēn chéng lìfāngtǐ.<br>Extrude this circle into a cube.,type::verb lesson::bonus3 frequency::low topic::cad
"旋转<br><span style=""font-size:0.55em;color:#666"">xuánzhuǎn</span>",revolve<br><br>旋转草图可以生成圆柱。<br>Xuánzhuǎn cǎotú kěyǐ shēngchéng yuánzhù.<br>Revolving a sketch creates a cylinder.,"type::verb lesson::bonus3 frequency::high topic::cad,movement hsk::2"
"扫掠<br><span style=""font-size:0.55em;color:#666"">sǎolüè</span>",sweep<br><br>用扫掠功能做管道。<br>Yòng sǎolüè gōngnéng zuò guǎndào.<br>Use the sweep function to make a pipe.,type::verb lesson::bonus3 frequency::low topic::cad
"放样<br><span style=""font-size:0.55em;color:#666"">fàngyàng</span>",loft<br><br>放样可以把两个形状连接起来。<br>Fàngyàng kěyǐ bǎ liǎng ge xíngzhuàng liánjiē qǐlai.<br>Loft connects two shapes together.,type::verb lesson::bonus3 frequency::low topic::cad
"倒角<br><span style=""font-size:0.55em;color:#666"">dàojiǎo</span>",chamfer<br><br>给边缘倒角更安全。<br>Gěi biānyuán dàojiǎo gèng ānquán.<br>Chamfering the edge is safer.,type::verb type::noun lesson::bonus3 frequency::low topic::cad
"圆角<br><span style=""font-size:0.55em;color:#666"">yuánjiǎo</span>",fillet<br><br>给直角做圆角更美观。<br>Gěi zhíjiǎo zuò yuánjiǎo gèng měiguān.<br>Adding fillets to right angles looks better.,type::verb type::noun lesson::bonus3 frequency::low topic::cad
"抽壳<br><span style=""font-size:0.55em;color:#666"">chōuké</span>",shell<br><br>抽壳可以把实心变成空心。<br>Chōuké kěyǐ bǎ shíxīn biàn chéng kōngxīn.<br>Shelling turns a solid body hollow.,type::verb lesson::bonus3 frequency::low topic::cad
"布尔运算<br><span style=""font-size:0.55em;color:#666"">bù'ěr yùnsuàn</span>",Boolean operation<br><br>布尔运算可以合并或切割物体。<br>Bù'ěr yùnsuàn kěyǐ hébìng huò qiēgē wùtǐ.<br>Boolean operations can combine or cut objects.,type::noun lesson::bonus3 frequency::low topic::cad
"合并<br><span style=""font-size:0.55em;color:#666"">hébìng</span>",union<br><br>把这两个物体合并成一个。<br>Bǎ zhè liǎng ge wùtǐ hébìng chéng yí ge.<br>Union these two objects into one.,type::verb lesson::bonus3 frequency::medium topic::cad hsk::3
"减去<br><span style=""font-size:0.55em;color:#666"">jiǎnqù</span>",subtract<br><br>用A减去B得到孔。<br>Yòng A jiǎnqù B dédào kǒng.<br>Subtract B from A to get a hole.,"type::verb lesson::bonus3 frequency::medium topic::cad,math hsk::2"
"相交<br><span style=""font-size:0.55em;color:#666"">xiāngjiāo</span>",intersect<br><br>相交运算只保留重叠部分。<br>Xiāngjiāo yùnsuàn zhǐ bǎoliú chóngdié bùfen.<br>Intersect keeps only the overlapping part.,"type::verb lesson::bonus3 frequency::medium topic::cad,math hsk::3"
"参数<br><span style=""font-size:0.55em;color:#666"">cānshù</span>",parameter<br><br>修改参数模型会自动更新。<br>Xiūgǎi cānshù móxíng huì zìdòng gēngxīn.<br>Change a parameter and the model updates automatically.,type::noun lesson::bonus3 frequency::medium topic::cad
"特征<br><span style=""font-size:0.55em;color:#666"">tèzhēng</span>",feature<br><br>拉伸是一个特征。<br>Lāshēn shì yí ge tèzhēng.<br>Extrude is a feature.,type::noun lesson::bonus3 frequency::high topic::cad hsk::3
"时间轴<br><span style=""font-size:0.55em;color:#666"">shíjiān zhóu</span>",timeline<br><br>在时间轴上删除一个特征。<br>Zài shíjiān zhóu shàng shānchú yí ge tèzhēng.<br>Delete a feature in the timeline.,type::noun lesson::bonus3 frequency::low topic::cad
"渲染<br><span style=""font-size:0.55em;color:#666"">xuànrǎn</span>",render<br><br>加材质然后渲染。<br>Jiā cáizhì ránhòu xuànrǎn.<br>Add materials then render.,"type::verb lesson::bonus3 frequency::medium topic::cad,graphics"
"导出<br><span style=""font-size:0.55em;color:#666"">dǎochū</span>",export<br><br>把模型导出为STL文件。<br>Bǎ móxíng dǎochū wéi STL wénjiàn.<br>Export the model as an STL file.,type::verb lesson::bonus3 frequency::medium topic::cad hsk::3
"设计<br><span style=""font-size:0.55em;color:#666"">shèjì</span>",design<br><br>他在学设计。<br>Tā zài xué shèjì.<br>He is studying design.,type::verb type::noun lesson::bonus4 frequency::high topic::design hsk::2
"技术<br><span style=""font-size:0.55em;color:#666"">jìshù</span>",technology<br><br>现代技术发展很快。<br>Xiàndài jìshù fāzhǎn hěn kuài.<br>Modern technology develops very fast.,type::noun lesson::bonus4 frequency::high topic::technology hsk::2
"教学<br><span style=""font-size:0.55em;color:#666"">jiàoxué</span>",teaching<br><br>他的教学方法很好。<br>Tā de jiàoxué fāngfǎ hěn hǎo.<br>His teaching method is very good.,type::noun lesson::bonus4 frequency::high topic::education hsk::3
"学生<br><span style=""font-size:0.55em;color:#666"">xuésheng</span>",student<br><br>这个学生很努力。<br>Zhège xuésheng hěn nǔlì.<br>This student is very hardworking.,"type::noun lesson::bonus4 frequency::high topic::education,people hsk::1"
"项目<br><span style=""font-size:0.55em;color:#666"">xiàngmù</span>",project<br><br>我们正在做一个项目。<br>Wǒmen zhèngzài zuò yí ge xiàngmù.<br>We are working on a project.,"type::noun lesson::bonus4 frequency::high topic::work,school hsk::2"
"解决问题<br><span style=""font-size:0.55em;color:#666"">jiějué wèntí</span>",to solve problems<br><br>工程师每天都要解决问题。<br>Gōngchéngshī měitiān dōu yào jiějué wèntí.<br>Engineers solve problems every day.,type::verb_phrase lesson::bonus4 frequency::high topic::problem-solving hsk::3
"批判性思维<br><span style=""font-size:0.55em;color:#666"">pīpànxìng sīwéi</span>",critical thinking<br><br>批判性思维很重要。<br>Pīpànxìng sīwéi hěn zhòngyào.<br>Critical thinking is very important.,"type::noun lesson::bonus4 frequency::low topic::education,thinking"
"创造力<br><span style=""font-size:0.55em;color:#666"">chuàngzàolì</span>",creativity<br><br>孩子很有创造力。<br>Háizi hěn yǒu chuàngzàolì.<br>Children have a lot of creativity.,type::noun lesson::bonus4 frequency::medium topic::creativity
"原型<br><span style=""font-size:0.55em;color:#666"">yuánxíng</span>",prototype<br><br>我们先做一个原型。<br>Wǒmen xiān zuò yí ge yuánxíng.<br>Let's make a prototype first.,type::noun lesson::bonus4 frequency::low topic::design
"迭代<br><span style=""font-size:0.55em;color:#666"">diédài</span>",iteration<br><br>设计需要多次迭代。<br>Shèjì xūyào duō cì diédài.<br>Design needs many iterations.,"type::noun type::verb lesson::bonus4 frequency::low topic::design,process"
"反馈<br><span style=""font-size:0.55em;color:#666"">fǎnkuì</span>",feedback<br><br>谢谢你的反馈。<br>Xièxie nǐ de fǎnkuì.<br>Thank you for your feedback.,type::noun lesson::bonus4 frequency::high topic::communication hsk::3
"合作<br><span style=""font-size:0.55em;color:#666"">hézuò</span>",collaboration<br><br>团队合作很重要。<br>Tuánduì hézuò hěn zhòngyào.<br>Team collaboration is very important.,type::verb type::noun lesson::bonus4 frequency::high topic::teamwork hsk::2
"草图<br><span style=""font-size:0.55em;color:#666"">cǎotú</span>",rough sketch<br><br>先画一个草图。<br>Xiān huà yí ge cǎotú.<br>First draw a rough sketch.,"type::noun lesson::bonus4 frequency::medium topic::design,drawing"
"测量<br><span style=""font-size:0.55em;color:#666"">cèliáng</span>",measurement<br><br>先测量长度。<br>Xiān cèliáng chángdù.<br>First measure the length.,type::verb type::noun lesson::bonus4 frequency::high topic::measurement hsk::3
"工具<br><span style=""font-size:0.55em;color:#666"">gōngjù</span>",tool<br><br>这些工具很有用。<br>Zhèxiē gōngjù hěn yǒuyòng.<br>These tools are very useful.,type::noun lesson::bonus4 frequency::high topic::tools hsk::2
"材料<br><span style=""font-size:0.55em;color:#666"">cáiliào</span>",material<br><br>我们需要买材料。<br>Wǒmen xūyào mǎi cáiliào.<br>We need to buy materials.,type::noun lesson::bonus4 frequency::high topic::materials hsk::2
"安全<br><span style=""font-size:0.55em;color:#666"">ānquán</span>",safety<br><br>安全第一。<br>Ānquán dì-yī.<br>Safety first.,type::noun type::adjective lesson::bonus4 frequency::high topic::safety hsk::2
"护目镜<br><span style=""font-size:0.55em;color:#666"">hùmùjìng</span>",safety goggles<br><br>请戴上护目镜。<br>Qǐng dài shàng hùmùjìng.<br>Please put on safety goggles.,"type::noun lesson::bonus4 frequency::low topic::safety,tools"
"工作坊<br><span style=""font-size:0.55em;color:#666"">gōngzuòfāng</span>",workshop<br><br>我们在工作坊做手工。<br>Wǒmen zài gōngzuòfāng zuò shǒugōng.<br>We do hands-on work in the workshop.,type::noun lesson::bonus4 frequency::medium topic::workshop
"作品集<br><span style=""font-size:0.55em;color:#666"">zuòpǐnjí</span>",portfolio<br><br>学生要准备作品集。<br>Xuésheng yào zhǔnbèi zuòpǐnjí.<br>Students need to prepare a portfolio.,"type::noun lesson::bonus4 frequency::low topic::education,design"
"微控制器<br><span style=""font-size:0.55em;color:#666"">wēi kòngzhìqì</span>",microcontroller<br><br>微控制器很小但功能强大。<br>Wēi kòngzhìqì hěn xiǎo dàn gōngnéng qiángdà.<br>Microcontrollers are small but powerful.,type::noun lesson::bonus5 frequency::low topic::electronics
"电子<br><span style=""font-size:0.55em;color:#666"">diànzǐ</span>",electronics<br><br>我喜欢学电子。<br>Wǒ xǐhuan xué diànzǐ.<br>I like learning electronics.,type::noun lesson::bonus5 frequency::high topic::electronics hsk::2
"电路<br><span style=""font-size:0.55em;color:#666"">diànlù</span>",circuit<br><br>这个电路很简单。<br>Zhège diànlù hěn jiǎndān.<br>This circuit is very simple.,type::noun lesson::bonus5 frequency::medium topic::electronics
"传感器<br><span style=""font-size:0.55em;color:#666"">chuángǎnqì</span>",sensor<br><br>传感器可以检测温度。<br>Chuángǎnqì kěyǐ jiǎncè wēndù.<br>Sensors can detect temperature.,type::noun lesson::bonus5 frequency::low topic::electronics
"执行器<br><span style=""font-size:0.55em;color:#666"">zhíxíngqì</span>",actuator<br><br>执行器让机器动起来。<br>Zhíxíngqì ràng jīqì dòng qǐlai.<br>Actuators make machines move.,type::noun lesson::bonus5 frequency::low topic::electronics
"电压<br><span style=""font-size:0.55em;color:#666"">diànyā</span>",voltage<br><br>电压不能太高。<br>Diànyā bùnéng tài gāo.<br>Voltage can't be too high.,type::noun lesson::bonus5 frequency::medium topic::electronics
"电流<br><span style=""font-size:0.55em;color:#666"">diànliú</span>","current<br><br>电流太大可能会烧坏元件。<br>Diànliú tài dà kěnéng huì shāohuài yuánjiàn.<br>If the current is too high, it might burn components.",type::noun lesson::bonus5 frequency::medium topic::electronics
"电阻<br><span style=""font-size:0.55em;color:#666"">diànzǔ</span>",resistor<br><br>电阻限制电流。<br>Diànzǔ xiànzhì diànliú.<br>Resistors limit current.,type::noun lesson::bonus5 frequency::medium topic::electronics
"电容<br><span style=""font-size:0.55em;color:#666"">diànróng</span>",capacitor<br><br>电容可以储存电能。<br>Diànróng kěyǐ chǔcún diànnéng.<br>Capacitors can store electrical energy.,type::noun lesson::bonus5 frequency::low topic::electronics
"发光二极管<br><span style=""font-size:0.55em;color:#666"">fāguāng èrjíguǎn</span>",LED<br><br>发光二极管很省电。<br>Fāguāng èrjíguǎn hěn shěng diàn.<br>LEDs are very energy-efficient.,type::noun lesson::bonus5 frequency::medium topic::electronics
"面包板<br><span style=""font-size:0.55em;color:#666"">miànbāobǎn</span>",breadboard<br><br>先在面包板上测试电路。<br>Xiān zài miànbāobǎn shàng cèshì diànlù.<br>First test the circuit on the breadboard.,type::noun lesson::bonus5 frequency::low topic::electronics
"跳线<br><span style=""font-size:0.55em;color:#666"">tiàoxiàn</span>",jumper wire<br><br>用跳线连接面包板上的元件。<br>Yòng tiàoxiàn liánjiē miànbāobǎn shàng de yuánjiàn.<br>Use jumper wires to connect components on the breadboard.,type::noun lesson::bonus5 frequency::low topic::electronics
"焊接<br><span style=""font-size:0.55em;color:#666"">hànjiē</span>",soldering<br><br>焊接需要练习。<br>Hànjiē xūyào liànxí.<br>Soldering takes practice.,type::verb lesson::bonus5 frequency::low topic::electronics
"烙铁<br><span style=""font-size:0.55em;color:#666"">làotiě</span>",soldering iron<br><br>烙铁温度很高。<br>Làotiě wēndù hěn gāo.<br>The soldering iron is very hot.,"type::noun lesson::bonus5 frequency::low topic::electronics,tools"
"代码<br><span style=""font-size:0.55em;color:#666"">dàimǎ</span>",code<br><br>我写了一段代码控制LED灯。<br>Wǒ xiě le yī duàn dàimǎ kòngzhì LED dēng.<br>I wrote some code to control an LED.,type::noun lesson::bonus5 frequency::high topic::programming hsk::2
"上传<br><span style=""font-size:0.55em;color:#666"">shàngchuán</span>",to upload<br><br>把代码上传到开发板。<br>Bǎ dàimǎ shàngchuán dào kāifā bǎn.<br>Upload the code to the development board.,type::verb lesson::bonus5 frequency::high topic::programming hsk::3
"引脚<br><span style=""font-size:0.55em;color:#666"">yǐnjiǎo</span>",pin<br><br>这个引脚是正极。<br>Zhège yǐnjiǎo shì zhèngjí.<br>This pin is positive.,type::noun lesson::bonus5 frequency::low topic::electronics
